Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Manhattan,Washington Heights (North),NW Cabrini Blvd & West 187st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1027500,,,40.85578084,-73.93784981,34,40430,POINT (-73.93784981 40.85578084),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=407,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364099,71,13,MN12,MN122,MN,31
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Ditmars,Ditmars #1 Municipal Parking Field 22-18 33rd Street,Astoria Pug,Year Round,Saturday (Start Time: 9:00 AM - End Time:  3:45 PM),,https://www.instagram.com/astoriapug/?hl=en,401,22,4011500,,,40.774194,-73.911611,114,40245,POINT (-73.911611 40.774194),,,34,14,QW01,QW012,QW,12
Bronx,Throgs Neck-Schuylerville,NE Lafayette Avenue & Cross Bronx Expressway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,2015200,,,40.82705719,-73.83048333,45,40262,POINT (-73.83048333 40.82705719),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=71,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363763,82,14,BX10,BX103,BX,34
Bronx,University Heights (North)-Fordham,New Beginnings Community Garden,2502 Davidson Ave,New Beginnings Community Garden,Year Round,"Friday, Saturday, Sunday (Start Time: Saturday 2:00 PM, Sunday 2:00 PM, Friday 5:00 PM - End Time:  Saturday 5:00 PM, Sunday 5:00 PM, Friday 6:00 PM)",,@new.beginnings.garden,207,14,2026500,,,40.864176,-73.900932,52,40694,POINT (-73.900932 40.864176),,,78,13,BX07,BX071,BX,31
Manhattan,West Village,SW 6 Ave & W 11 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,3,1007100,,,40.73534879,-73.99849526,6,40474,POINT (-73.99849526 40.73534879),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=320,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364012,66,10,MN02,MN023,MN,47
Manhattan,East Harlem (North),NE East 127th Street & Lexington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1024200,,,40.80556262,-73.93639237,25,40657,POINT (-73.93639237 40.80556262),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=399,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364091,68,13,MN11,MN113,MN,30
Manhattan,Chelsea-Hudson Yards,Hudson River Park's 14th Street Park at 10th Ave.,14th Street Park at southwest corner of 15th St. and 10th Ave,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,1009901,,,40.742827,-74.0078384,10,40584,POINT (-74.0078384 40.742827),,,66,10,MN04,MN041,MN,47
Bronx,Riverdale-Spuyten Duyvil,Riverdale Neighborhood House,"5521 Mosholu Ave Bronx, NY 10471",Riverdale Neighborhood House,Year Round,Thursday (Start Time: 1:00 PM - End Time:  6:00 PM),,https://www.riverdaleonline.org/,208,11,2033700,,,40.90354363,-73.90384467,50,40706,POINT (-73.90384467 40.90354363),,,81,15,BX08,BX083,BX,33
Brooklyn,Bushwick (West),NE Bushwick Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3039100,,,40.69828985,-73.93382885,83,40314,POINT (-73.93382885 40.69828985),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=136,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363828,53,7,BKN04,BKN041,BKN,18
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Bainbridge Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3038100,,,40.68135249,-73.92874405,81,40277,POINT (-73.92874405 40.68135249),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=107,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363799,56,8,BKN03,BKN034,BKN,25
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Christ Church Community Compost,326 Clinton Street,Volunteers at Christ Church,Year Round,"Sunday and Wednesday (Start Time: Sunday 9:00 AM Wednesday 7:00 PM - End Time:  Sunday 10:00 AM, Wednesday 8:00 PM)",,www.christchurchcobblehill.net,306,39,3006700,3003240036,3003899,40.68596,-73.99701,76,40731,POINT (-73.99701 40.68596),,,52,10,BKS06,BKS062,BKS,26
Manhattan,Midtown South-Flatiron-Union Square,Madison Square Park Food Scrap Drop-off,Madison Avenue & E 25 Street,GrowNYC,Year Round,Wednesday (Start Time: 8:00 AM - End Time:  1:00 PM),,grownyc.org/compost,105,3,1005600,,,40.742278,-73.98725,13,40557,POINT (-73.98725 40.742278),,,74,12,MN05,MN051,MN,28
Manhattan,Hell's Kitchen,NE 11 Ave & W 44 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,3,1012901,,,40.76216672,-73.99722147,18,40546,POINT (-73.99722147 40.76216672),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=334,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364026,67,12,MN04,MN043,MN,47
Manhattan,East Harlem (South),SE East 100th Street & 1st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1016200,,,40.78580942,-73.94264292,23,40642,POINT (-73.94264292 40.78580942),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=389,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364081,68,13,MN11,MN111,MN,29
Manhattan,Harlem (South),NW West 114 Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1021800,,,40.80207202,-73.95370033,28,40599,POINT (-73.95370033 40.80207202),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=313,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364005,70,13,MN10,MN101,MN,30
Manhattan,West Village,Hudson River Park Pier 46 at Charles St,Pier 46 at Charles St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,1007500,,,40.734225,-74.010722,6,40478,POINT (-74.010722 40.734225),,,66,10,MN02,MN022,MN,27
Bronx,Belmont,SW East 187th Street & Southern Boulevard,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2039300,,,40.85345387,-73.88198409,48,40689,POINT (-73.88198409 40.85345387),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=432,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364124,78,15,BX06,BX061,BX,33
Manhattan,West Village,NW Carmine ST & Bleeker St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,3,1006700,,,40.73034922,-74.0025199,6,40467,POINT (-74.0025199 40.73034922),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=317,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364009,66,10,MN02,MN021,MN,27
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043700,,,40.69293663,-73.90797403,83,40335,POINT (-73.90797403 40.69293663),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=139,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363831,54,7,BKN04,BKN043,BKN,18
Brooklyn,Bedford-Stuyvesant (East),SW Patchen Avenue & Macdonough Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3038100,,,40.68303106,-73.92619696,81,40276,POINT (-73.92619696 40.68303106),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=80,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363772,56,8,BKN03,BKN034,BKN,25
Bronx,Mount Eden-Claremont (West),SE Townsend Avenue & East 174th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,2022702,,,40.8447734,-73.9133703,44,40667,POINT (-73.9133703 40.8447734),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=417,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364109,77,15,BX04,BX043,BX,29
Manhattan,Morningside Heights,SE West 123 Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1019701,,,40.81113664,-73.95765916,26,40398,POINT (-73.95765916 40.81113664),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=262,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363954,70,13,MN09,MN091,MN,30
Manhattan,Upper East Side-Yorkville,NW 1st Ave & 88th St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1014602,,,40.77833307,-73.94848936,19,40519,POINT (-73.94848936 40.77833307),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=253,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363945,76,12,MN08,MN085,MN,29
Brooklyn,Bushwick (West),NW St. Nicholas Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3044100,,,40.70249991,-73.91299399,83,40342,POINT (-73.91299399 40.70249991),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=155,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363847,53,7,BKN04,BKN042,BKN,18
Manhattan,Gramercy,NE Irving PL & E 16 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,2,1005000,,,40.73539349,-73.98759673,13,40574,POINT (-73.98759673 40.73539349),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=290,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363982,74,12,MN06,MN061,MN,59
Manhattan,Hamilton Heights-Sugar Hill,SW West 138th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1022500,,,40.82096078,-73.95101175,30,40403,POINT (-73.95101175 40.82096078),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=218,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363910,70,13,MN09,MN092,MN,30
Manhattan,East Village,Tompkins Square Greenmarket,"E 7th St & Avenue A, New York, NY 10009",NYC Compost Project Hosted by LES Ecology Center,Year Round,Sunday (Start Time: 8:00 AM - End Time:  5:00 PM),,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,1003200,,,40.725995,-73.983207,9,40491,POINT (-73.983207 40.725995),,,74,10,MN03,MN034,MN,27
Bronx,Concourse-Concourse Village,New Roots Community Farm,"670 Grand Concourse, The Bronx, NY 10451",GrowNYC,Year Round,Friday (Start Time: 8:00 AM - End Time:  12:00 PM),"No meat, bones, or dairy",grownyc.org/compost,204,16,2005902,,,40.82135,-73.92506,44,40662,POINT (-73.92506 40.82135),,,84,15,BX04,BX041,BX,29
Queens,Old Astoria-Hallets Point,SE 27 Avenue & 1 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4008700,,,40.77534869,-73.93613856,114,40234,POINT (-73.93613856 40.77534869),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=198,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363890,36,14,QW01,QW013,QW,59
Manhattan,East Village,*LAST DAY DECEMBER 4* 1st Ave and 1st St,First Avenue between Houston and First Street (West Side),NYC Compost Project Hosted by LES Ecology Center,Year Round,Monday (Start Time: 9:00 AM - End Time:  2:00 PM),,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,1003602,,,40.723183,-73.988622,9,40498,POINT (-73.988622 40.723183),,,66,10,MN03,MN033,MN,27
Manhattan,Stuyvesant Town-Peter Cooper Village,SE 1 Ave & E 18 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,4,1004400,,,40.73363996,-73.98073154,13,40571,POINT (-73.98073154 40.73363996),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=284,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363976,74,12,MN06,MN061,MN,59
Queens,Bellerose,Queens County Farm Museum,"73-50 Little Neck Parkway, Queens, NY 11004",Staff at Queens County Farm Museum,Year Round,Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM),"*Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off",http://queensfarm.org/,413,23,4156700,,,40.748406,-73.721002,105,40794,POINT (-73.721002 40.748406),,,26,3,QE13,QE131,QE,11
Manhattan,Upper East Side-Carnegie Hill,East 96th Street Food Scrap Drop-off,96th St & Lexington Ave,GrowNYC,Year Round,Friday (Start Time: 7:30 AM - End Time:  11:30 AM),"No meat, bones, or dairy",grownyc.org/compost,108,5,1015801,,,40.785792,-73.950833,19,40530,POINT (-73.950833 40.785792),,,68,12,MN08,MN085,MN,28
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3026700,,,40.68457611,-73.94418888,79,40292,POINT (-73.94418888 40.68457611),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=91,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363783,56,8,BKN03,BKN033,BKN,25
Brooklyn,Prospect Heights,NW Grand Avenue & St. Marks Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020500,,,40.67726495,-73.96265991,77,40359,POINT (-73.96265991 40.67726495),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=166,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363858,44,9,BKN08,BKN081,BKN,25
Brooklyn,Crown Heights (North),SE Classon Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3030500,,,40.67741189,-73.95897587,77,40366,POINT (-73.95897587 40.67741189),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=194,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363886,57,9,BKN08,BKN081,BKN,25
Manhattan,Midtown South-Flatiron-Union Square,NW Park Ave S & E 25 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,105,2,1005600,,,40.74160624,-73.98558685,13,40556,POINT (-73.98558685 40.74160624),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=288,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363980,74,12,MN05,MN051,MN,28
