Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Brooklyn,Bedford-Stuyvesant (East),Bed Stuy Fresh Food Box,Decatur St and Lewis Ave,GrowNYC,Year Round,Saturday (Start Time: 11:00 AM - End Time:  3:00 PM),,grownyc.org/compost,303,36,3027300,,,40.68133,-73.93481,81,40283,POINT (-73.93481 40.68133),,,56,8,BKN03,BKN033,BKN,25
Manhattan,Financial District-Battery Park City,SW Maiden Lane & Pearl Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,101,1,1000700,,,40.70656567,-74.00674663,1,40449,POINT (-74.00674663 40.70656567),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=233,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363925,65,10,MN01,MN011,MN,27
Queens,Astoria (Central),SE 31st Avenue & 29th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007500,,,40.76499499,-73.92496582,114,40223,POINT (-73.92496582 40.76499499),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=64,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363756,36,14,QW01,QW013,QW,59
Brooklyn,Sunset Park (Central),7th Ave Sunset Park Greenmarket,7th Ave & 44th St,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:00 PM),"No meat, bones, or dairy.",grownyc.org/compost,307,38,3008600,,,40.646152,-74.002213,72,40713,POINT (-74.002213 40.646152),,,51,10,BKS07,BKS072,BKS,17
Manhattan,Washington Heights (South),Morris-Jumel Community Garden,457 West 162nd Street,Morris-Jumel Community Garden compost volunteers,Year Round,Saturday and Sunday (Start Time: 12:00 PM - End Time:  5:00 PM),Please bring your food scraps to the “Compost Here” bin at the back of the garden Sat-Sun 12-5 and whenever the garden gate is open. We will have brown bins out on the sidewalk on other days and times when we have capacity to haul these food scraps to ou,,112,10,1024301,,,40.83593121,-73.93919065,33,40444,POINT (-73.93919065 40.83593121),,,72,13,MN12,MN121,MN,31
Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,Staten Island Urban Center,208 Bay Street,Staten Island Urban Center,Year Round,Saturday (Start Time: 11:00 AM - End Time:  1:30 PM),,www.siurbancenter.org,501,49,5002100,,,40.63692705,-74.07670907,120,40416,POINT (-74.07670907 40.63692705),,,61,11,SI01,SI011,SI,23
Brooklyn,Bushwick (East),SE Knickerbocker Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043300,,,40.6979632,-73.91719682,83,40317,POINT (-73.91719682 40.6979632),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=145,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363837,53,7,BKN04,BKN042,BKN,18
Manhattan,East Harlem (North),Pleasant Village Community Garden,Along gates on the southside of 119th Street between Pleasant Avenue and FDR Drive,Pleasant Village Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,http://facebook.com/pleasantvillagecommunitygarden,111,8,1017800,,,40.796764,-73.931341,25,40650,POINT (-73.931341 40.796764),,,68,13,MN11,MN112,MN,29
Manhattan,Morningside Heights,SW West 114th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1019900,,,40.80545915,-73.96220095,26,40400,POINT (-73.96220095 40.80545915),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=270,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363962,69,13,MN09,MN091,MN,30
Manhattan,Upper East Side-Yorkville,NE 1st Ave & 91ST St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1015200,,,40.78010941,-73.94685208,19,40517,POINT (-73.94685208 40.78010941),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=248,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363940,76,12,MN08,MN085,MN,29
Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Cortelyou Greenmarket,Cortelyou Rd and Rugby Rd,GrowNYC,Year Round,Sunday (Start Time: 9:00 AM - End Time:  1:00 PM),,grownyc.org/compost,314,40,3152200,,,40.641194,-73.965472,70,40736,POINT (-73.965472 40.641194),,,44,9,BKS14,BKS142,BKS,21
Manhattan,Chelsea-Hudson Yards,NW 6 Ave & 14th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,3,1008100,,,40.73752862,-73.99693615,13,40576,POINT (-73.99693615 40.73752862),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=292,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363984,66,10,MN04,MN041,MN,28
Manhattan,Lower East Side,NE Clinton Street & Rivington St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,1,1002201,,,40.71917142,-73.98495497,7,40504,POINT (-73.98495497 40.71917142),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=245,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363937,65,10,MN03,MN032,MN,27
Brooklyn,Bushwick (West),NE Knickerbocker Avenue & Starr Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3042900,,,40.7027688,-73.92527696,83,40344,POINT (-73.92527696 40.7027688),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=147,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363839,53,7,BKN04,BKN041,BKN,18
Bronx,Mount Eden-Claremont (West),NW Sheridan Avenue & Marcy Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,2017902,,,40.83726017,-73.9136583,44,40665,POINT (-73.9136583 40.83726017),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=415,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364107,77,15,BX04,BX043,BX,32
Manhattan,Morningside Heights,SW West 112 Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1019900,,,40.80557429,-73.96601334,26,40401,POINT (-73.96601334 40.80557429),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=280,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363972,69,12,MN09,MN091,MN,30
Brooklyn,Ocean Hill,Farmers Garden,1899 Bergen Street,Volunteers at Farmers Garden,Seasonal,"Thursday, Saturday, Sunday (Start Time: Thursday 1:00 PM, Saturday 11:00 AM, Sunday 11:00 AM - End Time:  Thursday 4:00 PM, Saturday 3:00 PM, Sunday 3:00 PM)",,,316,41,3030300,3014460063,3000000,40.67465,-73.91823,73,40708,POINT (-73.91823 40.67465),,,55,8,BKN16,BKN161,BKN,25
Bronx,Highbridge,NE West 166th St & Dr. Martin Luther King Jr Boulevard,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,2019300,,,40.83612098,-73.92934956,44,40664,POINT (-73.92934956 40.83612098),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=419,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364111,77,15,BX04,BX042,BX,29
Brooklyn,Crown Heights (North),SE Rochester Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3034700,,,40.6721089,-73.92796252,77,40386,POINT (-73.92796252 40.6721089),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=178,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363870,55,9,BKN08,BKN083,BKN,20
Bronx,Tremont,La Familia Verde Farmer's Market,Tremont Ave between LaFontaine and Arthur Ave (Tremont Park),Volunteers at La Familia Verde Farmers Market,July- November 16,Tuesday (Start Time: 8:00 AM - End Time:  2:00 PM),Visit the Center Farm stand to drop off your food scraps.,http://www.lafamiliaverde.org/,206,15,2039500,,,40.846468,-73.894107,48,40681,POINT (-73.894107 40.846468),,,86,15,BX06,BX062,BX,32
Manhattan,Midtown-Times Square,NE 8 Ave & W 35 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,105,3,1010900,,,40.75289817,-73.99262429,14,40554,POINT (-73.99262429 40.75289817),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=332,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364024,75,12,MN05,MN051,MN,28
Brooklyn,Crown Heights (North),SW Rogers Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3021900,,,40.67081709,-73.9532923,77,40369,POINT (-73.9532923 40.67081709),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=190,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363882,57,9,BKN08,BKN082,BKN,20
Queens,Rockaway Beach-Arverne-Edgemere,Far Rock Urban Agro-Education Center,"45-55 Beach Channel Dr, Far Rockaway, NY, 11691",,July - November,Tuesday and Thursday (Start Time: 10:00 AM - End Time:  2:00 PM),,,414,31,4097204,,,40.59549,-73.77648,101,40796,POINT (-73.77648 40.59549),,,31,5,QE14,QE142,QE,10
Manhattan,Upper East Side-Carnegie Hill,SW E 95 Street & Park Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1016001,,,40.78586061,-73.95335141,19,40532,POINT (-73.95335141 40.78586061),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=263,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363955,68,12,MN08,MN085,MN,28
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Quincy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3026500,,,40.68764908,-73.94487351,79,40290,POINT (-73.94487351 40.68764908),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=90,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363782,56,8,BKN03,BKN033,BKN,25
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Gates Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3029300,,,40.68856507,-73.93027022,81,40270,POINT (-73.93027022 40.68856507),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=105,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363797,56,8,BKN03,BKN034,BKN,25
Manhattan,East Village,SE Ave B & E 12 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1002800,,,40.72799057,-73.97899926,9,40485,POINT (-73.97899926 40.72799057),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=299,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363991,74,10,MN03,MN034,MN,27
Bronx,Mott Haven-Port Morris,Padre Plaza Community Garden,"541 E 139th St, Bronx, NY 10454",Padre Plaza Community Garden,Year Round,Monday and Wednesday (Start Time: 12:00 PM - End Time:  5:00 PM),,,201,8,2003900,,,40.80796868,-73.917581,40,40723,POINT (-73.917581 40.80796868),,,84,15,BX01,BX012,BX,29
Manhattan,Chelsea-Hudson Yards,Hudson River Park Pier 66 at W 26 St,Pier 66 at W 26 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,1009902,,,40.752222,-74.008278,10,40591,POINT (-74.008278 40.752222),,,75,12,MN04,MN042,MN,47
Manhattan,East Village,NE Avenue A & 7th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1003200,,,40.72615124,-73.98330253,9,40490,POINT (-73.98330253 40.72615124),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=304,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363996,74,10,MN03,MN034,MN,27
Manhattan,Lower East Side,SW E Houston St & Columbia St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1002201,,,40.71976091,-73.97887822,7,40505,POINT (-73.97887822 40.71976091),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=309,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364001,65,10,MN03,MN033,MN,27
Manhattan,Murray Hill-Kips Bay,NE 2 Ave & E 29 ST,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,4,1007001,,,40.74160912,-73.9779265,13,40564,POINT (-73.9779265 40.74160912),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=282,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363974,74,12,MN06,MN062,MN,59
Manhattan,East Harlem (North),Carver Community Garden,242 East 124th,Carver Community Garden,Year Round,Wednesday (Start Time: 10:00 AM - End Time:  1:00 PM),,,111,8,1019400,,,40.802223,-73.934723,25,40656,POINT (-73.934723 40.802223),,,68,13,MN11,MN113,MN,30
Brooklyn,Bushwick (West),SW Knickerbocker Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3042700,,,40.70378294,-73.92708376,83,40345,POINT (-73.92708376 40.70378294),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=148,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363840,53,7,BKN04,BKN041,BKN,18
Queens,Baisley Park,50 Cent Community Garden,"117-15 165th St. Queens, New York, 11434",50 Cent Community Garden,April - November,Saturdays (Start Time: 11:00 AM - End Time:  1:00 PM),,,412,28,4028400,,,40.6846363,-73.7809824,113,40791,POINT (-73.7809824 40.6846363),,,32,5,QE12,QE125,QE,10
Manhattan,Hell's Kitchen,SW 9 Ave & W 56 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,6,1013900,,,40.7671587,-73.98634963,18,40549,POINT (-73.98634963 40.7671587),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=342,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364034,67,12,MN04,MN043,MN,47
Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Q Gardens,"58 E 18th St, Brooklyn, NY 11226",Q Gardens,Year Round,"Tuesday, Friday, Saturday, Sunday (Start Time: Tuesday 6:00 PM, Friday - Sunday Dawn - End Time:  Tuesday 8:00 PM. Friday + Saturday all night, Sunday until 4:00PM)","No meat, bones, or dairy.",https://qgardenscf.com/places-to-drop-off-your-compost/,314,40,3050600,,,40.649778,-73.963194,70,40737,POINT (-73.963194 40.649778),,,42,9,BKS14,BKS141,BKS,21
Staten Island,Rosebank-Shore Acres-Park Hill,NE Vermont Avenue & Hylan Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5000800,,,40.61258951,-74.06930957,120,40417,POINT (-74.06930957 40.61258951),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=214,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363906,63,11,SI01,SI011,SI,23
Bronx,Tremont,NE East 176th Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2039500,,,40.8460035,-73.8987432,48,40680,POINT (-73.8987432 40.8460035),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=427,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364119,86,15,BX06,BX062,BX,32
Brooklyn,Bedford-Stuyvesant (East),NW Howard Avenue & Marion Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,41,3037900,,,40.68085262,-73.91968254,81,40285,POINT (-73.91968254 40.68085262),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=101,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363793,55,8,BKN03,BKN035,BKN,25
Brooklyn,Prospect Heights,NE Underhill Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020500,,,40.67876437,-73.96537833,77,40358,POINT (-73.96537833 40.67876437),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=165,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363857,44,10,BKN08,BKN081,BKN,25
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,NE E 66 St & 1 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1011600,,,40.7640456,-73.95855414,19,40527,POINT (-73.95855414 40.7640456),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=250,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363942,76,12,MN08,MN081,MN,28
Bronx,Throgs Neck-Schuylerville,The Garden at Preston,"2780 Schurz Ave, The Bronx, NY 10465 (Intersection of Schurz Avenue and Huntington Avenue)",Northeast Bronx Farmers Market Project,March - November,Tuesday (Start Time: 4:00 PM - End Time:  7:00 PM),,https://www.facebook.com/northeastbronxcommunityfarmersmarket/,210,13,2013200,,,40.8139813,-73.81908033,45,40268,POINT (-73.81908033 40.8139813),,,82,14,BX10,BX103,BX,34
Bronx,Soundview-Bruckner-Bronx River,NW Bruckner Boulevard & Evergreen Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,17,2005200,,,40.82371538,-73.88005123,43,40251,POINT (-73.88005123 40.82371538),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=66,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363758,85,14,BX09,BX091,BX,32
Brooklyn,Brownsville,Abib Newborn Learning Garden,"495 Osborn St, Brooklyn, NY 11212",Volunteers at Abib Newborn Learning Garden,Year Round,"Monday, Wednesday, Friday (Start Time: 10:00 AM - End Time:  6:00 PM)",,https://cityparksfoundation.org/learning-gardens/,316,41,3092000,,,40.65952663,-73.90591,73,40712,POINT (-73.90591 40.65952663),,,55,8,BKN16,BKN161,BKN,19
Manhattan,Harlem (South),SW West 122 Street & Malcolm X Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1022000,,,40.80583543,-73.9471316,28,40596,POINT (-73.9471316 40.80583543),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=346,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364038,70,13,MN10,MN101,MN,30
Manhattan,East Midtown-Turtle Bay,NW E 56 St & 2 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,4,1010803,,,40.758836,-73.96586281,17,40577,POINT (-73.96586281 40.758836),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=274,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363966,73,12,MN06,MN063,MN,28
Manhattan,Washington Heights (North),NE W 188 St & Audubon Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1027700,,,40.85312543,-73.92903912,34,40431,POINT (-73.92903912 40.85312543),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=376,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364068,72,13,MN12,MN123,MN,31
Bronx,Pelham Bay-Country Club-City Island,SW Jarvis Avenue & Roberts Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,2026602,,,40.84592818,-73.82940911,45,40263,POINT (-73.82940911 40.84592818),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=72,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363764,82,14,BX10,BX101,BX,34
Bronx,Bedford Park,NW Bainbridge Avenue & East Mosholu Parkway S,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,2041500,,,40.87214621,-73.88263956,52,40695,POINT (-73.88263956 40.87214621),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=437,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364129,78,13,BX07,BX072,BX,33
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Zero Waste Stations,Several locations throughout Governors Island,NYC Compost Project Hosted by Earth Matter NY,Year Round,Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule),,,101,1,1000500,,,40.691403,-74.019696,1,40463,POINT (-74.019696 40.691403),,,61,10,MN01,,MN,26
Manhattan,East Village,NW 3rd Ave & E 6th St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1004200,,,40.7286517,-73.99090146,9,40495,POINT (-73.99090146 40.7286517),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=298,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363990,66,10,MN03,MN034,MN,27
Manhattan,Upper East Side-Carnegie Hill,NW of Lexington Ave & E 68 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,4,1012000,,,40.76801235,-73.96423429,19,40537,POINT (-73.96423429 40.76801235),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=268,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363960,73,12,MN08,MN081,MN,28
Manhattan,Financial District-Battery Park City,SW Broadway & Cedar Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,101,1,1000700,,,40.70860458,-74.01084945,1,40448,POINT (-74.01084945 40.70860458),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=232,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363924,65,10,MN01,MN011,MN,27
Queens,Jackson Heights,Jackson Heights Greenmarket,79th St and Northern Blvd,GrowNYC,Year Round,Sunday (Start Time: 8:30 AM - End Time:  2:00 PM),,grownyc.org/compost,403,25,4028500,,,40.753687,-73.886999,115,40769,POINT (-73.886999 40.753687),,,34,6,QW03,QW032,QW,13
Queens,Forest Hills,Commonpoint Queens in partnership with The Forest Hills Green Team,"NE corner of 67 Rd & 108th Street 67-09 108th St, Forest Hills, NY 11375",Forest Hills Green Team,Year Round,Sunday (Start Time: 10:00 AM - End Time:  1:00 PM),,commonpointqueens.org,406,29,4074100,,,40.728415,-73.84711,112,40759,POINT (-73.84711 40.728415),,,28,6,QW06,QW061,QW,14
Manhattan,Upper West Side (Central),NE Broadway & W 97 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,7,1018300,,,40.79530362,-73.97107264,24,40637,POINT (-73.97107264 40.79530362),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=372,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364064,69,12,MN07,MN074,MN,47
Queens,Old Astoria-Hallets Point,SW 8th Street & 27th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4008300,,,40.77405482,-73.93176388,114,40236,POINT (-73.93176388 40.77405482),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=206,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363898,36,14,QW01,QW013,QW,59
Manhattan,Manhattanville-West Harlem,NW West 133 Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1022302,,,40.81899415,-73.95624071,30,40405,POINT (-73.95624071 40.81899415),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=207,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363899,70,13,MN09,MN092,MN,30
